"","beta.1.","beta.2.","beta.3.","beta.4.","beta.5.","beta.6.","beta.7.","beta.8.","beta.9.","beta.10.","beta.11.","beta.12.","beta.13.","beta.14.","beta.15.","beta.16.","beta.17."
"38",-0.504695749014086,-0.0724565574783251,-0.272473389665356,-0.252118970060103,0.0213079732601216,-1.18157687506606,-2.12078766117363,-2.34198376463217,0.00785235349792153,-0.425317333462241,-1.67844239522056,0.268092769918304,-0.0419883253723352,0.171762915016807,0.524253212257297,-0.686484983724843,2.25090123563648
"39",-0.515902584771998,-1.10078230983327,-0.0610270842694199,-0.204863990023969,-0.0423659556209815,-0.187374632662419,-1.67923556665618,-2.27556420278887,0.0873990451476868,-0.371762021424764,-1.9584638087793,0.280483921501254,-0.110848293161407,0.0362484196348866,0.444381507643437,-0.71921534019471,2.14790095983345
"40",-0.602139239821365,-0.570948937800618,-0.0307172055917939,-0.250457713835026,0.0456263366643069,-0.255541102437525,-2.32088928016906,-2.23781079049744,0.0751740883419493,-1.65986497798648,-1.81830370643657,0.248188702401417,-0.0779911553400259,-0.0509593315939877,0.495205174251664,-0.606478275718061,2.14744022347019
"41",-0.555167625406664,1.2609049876604,0.14703356050405,-0.163384812626301,0.101868680184083,0.211599758315306,-2.09950254591224,-2.26216852799321,0.132813531222714,-0.121098334022966,-1.98941134094236,0.26886007036224,-0.0940802460088484,0.219795103818724,0.436002634792905,-0.676116137633477,2.25542944399821
"42",-0.619849645847187,0.8334286684002,-0.10620740798668,-0.189419126667721,-0.0509894056328832,-0.437494723445549,-2.61594139308021,-2.30778483349078,0.0708969058383102,0.650500947015446,-1.8693136546225,0.270253407766033,-0.050923332186661,0.118354421801873,0.612340708601059,-0.573113856876892,2.1111377411261
"43",-0.567462769606202,0.820976075896314,0.0775658186150125,-0.150966088416841,-0.101569120230366,-0.278083848576807,-1.89635795327367,-2.29914763927021,0.0788015234716778,-1.130140318185,-1.85144575911631,0.271413419791756,-0.0667625844623836,0.0934657763391399,0.568251152543444,-0.654987124340205,2.17618628500739
"44",-0.633777914196581,0.644045366815636,-0.00598024215642083,-0.0706608275813118,0.0382228939661138,0.0575693644884585,-2.56679609122159,-2.21060509225826,0.184578088874895,0.55641084275206,-1.99713003678426,0.155502678955032,-0.13512783414913,-0.0546332166623407,0.55467314704371,-0.594032941142151,2.17204361303763
"45",-0.671036158342353,2.60118113372162,-0.00771789483972477,-0.0582173924009216,-0.0655892804634086,-0.0758466146688674,-1.6178275626549,-2.22203058338013,0.10930149950591,-1.36116292769208,-1.77989735838783,0.244772709807505,-0.0460619008458764,0.145427608872729,0.517171656894668,-0.567898183964381,2.24812720456996
"46",-0.634625273107125,-0.933053782637723,-0.119072464690744,-0.202011195154704,-0.125148001235311,-0.640070277299788,-2.34775979208565,-2.19772125146172,0.237721570121848,-0.347582213494662,-1.84647703125736,0.324536958934925,0.00682219889498472,-0.0244157731807026,0.46050514467534,-0.680944575145506,2.21914204912857
"47",-0.617848599162566,-0.095633102333081,0.143235759366265,-0.153548872909736,-0.0415305665527237,-0.0599147196738063,-1.83758208589084,-2.15342082831141,0.233413600309414,-0.0495226657986567,-1.72662344079803,0.27535181139016,-0.0556581911848217,0.243995951402573,0.37983009891357,-0.743406205504841,2.18669000988575
"48",-0.568887840119156,0.064804589353209,0.0667427350594383,-0.06289505209226,0.257375573840749,-0.0474874135890661,-2.42571304763603,-2.19742222406218,0.0814941520908201,-1.05834147277809,-1.71142563862905,0.226157437875297,-0.111617310338148,0.0848065204853944,0.444620350117223,-0.747156139881296,2.29224532294338
"49",-0.49259681125525,1.93335682737643,0.12724590975264,-0.132525151690477,-0.0932746994427783,-0.404559842293436,-1.95391785253906,-2.24599050002844,0.12804995875646,0.552195827812029,-1.84462880138895,0.241544075077119,-0.128216166607342,0.17144992682589,0.391473601756044,-0.745626959951353,2.23458576811263
"50",-0.468930541910703,0.00806020715341149,0.0165551537595866,-0.06823380492248,0.0669391094699829,-0.0314654389587592,-2.57865963892741,-2.22579409027308,0.1055313772059,0.201232479952375,-1.83726193706884,0.158634216675866,-0.12384889520075,0.0612721857324724,0.345180750407127,-0.759906398868064,2.13620027422644
"51",-0.507790587986726,-0.869974845538962,0.175646207885839,-0.103972061847288,-0.025102699627515,-0.177104627774578,-2.21591081622707,-2.30690305306218,0.217433547048648,-1.71293248847774,-1.93593092868049,0.216039965255544,-0.18730825548903,0.00018162480466058,0.472508581074177,-0.651492360713425,2.18599055268547
"52",-0.527618436849807,0.842606934485451,-0.0512152023689503,-0.123399645371878,-0.15211990970023,-0.016536178310612,-2.02578275258636,-2.28263943683168,-0.000102961745001344,0.16454483251984,-1.738377183752,0.20616591008548,-0.102890112614439,0.0113946111193447,0.480398553231696,-0.64906999577237,2.16724970017418
"53",-0.594673056848201,2.10113902084662,-0.0242113638371696,-0.064856055952943,-0.0277280149920729,-0.374410589781611,-2.91420061577148,-2.28521826092629,0.151639977385086,-0.251356232010356,-1.68007871540087,0.20526666533648,-0.106406140113568,0.0159187774061876,0.49064557058054,-0.637568557715071,2.28291714809229
"54",-0.680793962901662,2.20725416712763,0.0321418451241959,-0.223015430982497,0.230351963389471,-1.37283545980815,-2.16689502130629,-2.21763684694611,0.122788653591075,-0.841458214417191,-1.75311990170179,0.229776558148103,-0.0925548161547383,0.0882026802453851,0.558269441965664,-0.621700452511242,2.23494334309736
"55",-0.705464377497566,0.532352321131186,-0.0973014037817651,-0.148067590946178,-0.277066085718153,-0.552857856016225,-2.46635361177285,-2.17614174468657,0.109392368966508,-1.3083696795731,-1.58345261768492,0.302843111176739,-0.0350453783593754,0.0211592457188722,0.475066142789999,-0.624411539953163,2.30536990039361
"56",-0.666996926318324,0.0326216952008629,-0.204596282708006,-0.162661428951417,-0.284783401088259,0.0873697716540807,-2.13739856800947,-2.15572179250907,0.220338132714613,-1.47428090486235,-1.63214600955011,0.240123885457537,-0.0646196103567499,-0.0122612572649647,0.493293424867956,-0.643167179952097,2.1439262400131
"57",-0.627230258290782,-0.112409271990306,-0.0213799247131736,-0.115449376119187,-0.288852615729225,-1.20450598800066,-1.91855123356236,-2.2270603959057,0.191476703832578,0.310570704508838,-1.92494459782832,0.240501371829091,-0.0345820743494803,0.153699489490074,0.485201423312428,-0.642789013002721,2.12927758079547
"58",-0.659110424875918,2.2903539948337,-0.155412279187804,-0.168479342895444,0.28457115456836,0.150852611734274,-2.46016167400055,-2.21216999999858,0.0980548174682585,0.214574264147433,-1.86476214120449,0.31022008172224,-0.0703730644839098,0.0572510042752664,0.511957999914018,-0.651867395762601,2.27834392564234
"59",-0.640619328585886,-0.258134523343513,0.0809157761473761,-0.211377112662152,0.0764995378883279,-0.241913884356971,-2.18474441468594,-2.17309584458899,0.0450903480948623,-0.149733340448596,-1.79925866885103,0.240353932158377,-0.193925298457488,-0.0314326627406366,0.511239359282745,-0.659071035336444,2.17724566413106
"60",-0.667401453194227,1.28378447985293,-0.00803093244206757,-0.150809108302523,0.00378160396875535,-0.56898543630861,-1.98482657163269,-2.13680986676501,0.199492634362615,-0.512452853567944,-1.7650484446287,0.23081136472961,-0.0970059146342996,0.00165660051653559,0.481311263731067,-0.641966828259771,2.22541692112528
"61",-0.559833540473036,1.46710008736535,0.0166250606329853,-0.106108728121153,-0.0558559359896719,0.302404025836386,-2.34428701129625,-2.20714788480616,0.153085627858772,-1.70156829628108,-1.80311930915108,0.140166934366671,-0.194379405168256,0.0180685223371087,0.434084668964722,-0.65043254519871,2.06188897552032
"62",-0.509095194110408,1.53885675874468,-0.108517769674469,-0.0954052597398128,0.0295285045044831,-0.263525983787211,-2.3251180944965,-2.28129635761986,0.04527218807147,-0.934753434408808,-1.75182250300146,0.115266448524437,-0.146771485141711,0.19715451583372,0.504531392561004,-0.618408754465634,2.15951033006087
"63",-0.549423258668827,1.74154081730684,0.123048270159574,-0.118009926139429,-0.122617126862803,-0.332073421841581,-2.38963532532983,-2.29742489637377,0.114575299614125,-1.45942026727687,-1.7930400207159,0.24174596999356,-0.105835310595611,0.0165383022259126,0.518163734528985,-0.638369003298699,2.16685999670735
"64",-0.588230809985056,0.26452073509243,-0.0237265184915929,-0.202631949664438,0.115040825986656,-0.626154420209835,-2.30739062832737,-2.32765518952997,0.117768257125799,-0.937361445687698,-1.81249001401651,0.332675480353582,-0.0369550499312534,0.0538526241156997,0.514927959589952,-0.682253386747287,2.20690228474215
"65",-0.665445044650289,0.571997150366679,-0.0232809674252152,-0.162462041050517,-0.133160757635574,-0.497430427990462,-1.98807115348634,-2.1826853234356,0.0874271376718334,-3.12449712679772,-1.86309541492003,0.231290793796073,-0.0706184058072276,0.0154361723684164,0.513407943979772,-0.605594357651442,2.20498302398126
"66",-0.62420769925913,0.48371678916557,-0.114234302581069,-0.124020977704863,-0.250073311542198,-0.104798951562715,-2.2174184119042,-2.21013985051261,0.174729192258783,-1.05049318872885,-1.77787709948228,0.272801404768955,-0.090347508812303,0.175220474623239,0.459651244678207,-0.63763831902176,2.13693176271143
"67",-0.670402013359219,-2.78784885605515,0.0925902382554855,-0.176046781739552,-0.22147684354749,0.622112590908913,-2.43858698086725,-2.13117729534699,0.284153797995272,-0.655360225634398,-1.63421226349785,0.300206088742759,-0.142229336057246,-0.0332230495320936,0.447450329480702,-0.682246228475731,2.32366325612704
"68",-0.624451042381067,2.36547336002478,-0.013617188301379,-0.164967764187803,0.0373026753160376,-0.302619255692224,-1.94111151656241,-2.15694624864204,0.21422420619342,-0.617527304902018,-1.94781569680023,0.221325555576875,-0.0489689387097461,0.16687353745664,0.425048676797874,-0.743350339328626,2.28291832672515
"69",-0.578847872978288,-1.05343057725492,-0.244134584133618,-0.216144016770609,-0.0119047844164567,-0.453419978436772,-2.01908802260612,-2.18450141273694,0.15626336132322,0.939493268627381,-1.73554404946677,0.200308546972517,-0.0841020086241819,0.113512215801222,0.445370297407807,-0.667645917795548,2.18908756013668
"70",-0.548482979802546,0.24774147339626,-0.0942994706029922,-0.196074445710906,-0.073138886638605,0.124901333338722,-2.43172785682003,-2.21177861593904,0.179093171903944,-3.46983751587875,-1.9034254075836,0.245140837224463,-0.124278208518693,0.0661180157479313,0.408818703999243,-0.727316740009749,2.19443627726729
"71",-0.564531558647446,1.51395620078372,-0.184194310982884,-0.164380956075626,-0.0166635207642876,-0.258915832075912,-2.17443320857409,-2.21070545452332,0.184949899836092,-0.339027570858412,-1.65961785948103,0.208555681360438,-0.19663663747871,0.018259151311353,0.405588304492733,-0.658698385791386,2.20249164937282
"72",-0.651448612617995,0.67009173541445,0.000961690973305701,-0.19924607037687,-0.20206932961723,-0.262431044415504,-2.33819981157348,-2.20231558000286,0.289503546018139,-0.0167333539370993,-1.81647864991702,0.245115497132875,-0.0660445968587339,0.0420132583173111,0.498447272351547,-0.630848397731325,2.12552307310642
"73",-0.642072662401978,1.02273446040483,-0.1939634859809,-0.189030494260761,-0.0851875840996752,-0.150432898164141,-1.94810408210453,-2.22742149617411,0.163227526971592,-1.29250857307172,-1.74798690128268,0.25822449839451,-0.0675800379549488,0.0712216363707189,0.518681127985603,-0.622667968605691,2.21514400978942
"74",-0.663715572318494,1.98938253220761,0.0908303633746697,-0.194616466219888,-0.0132200140635142,-0.00685068366093555,-2.14089136234764,-2.14997130343626,0.278254132080713,-0.0762257200873391,-1.7566860109014,0.289203663624137,-0.104064153618937,-0.0671175495043593,0.4555398720675,-0.695416535456345,2.1626770692371
"75",-0.680346521370499,1.58390669430532,-0.0471583014746519,-0.198198493886346,-0.181534260235469,-0.68134138514217,-2.11920043353845,-2.10977725561522,0.29092689517272,-2.11273342566201,-1.61121748919517,0.281371044038635,-0.0492836905551673,0.0108364369408664,0.428620657166376,-0.725702267123269,2.14694784370743
"76",-0.636891224111411,-1.73161041543753,-0.00445287380179544,-0.217204621757648,-0.114462699430662,-0.153698290350012,-2.25810111821892,-2.15191713379398,0.182511800121184,-2.21670350690896,-1.67016437825047,0.231419782678758,-0.0390088144328491,0.139589913448777,0.436091870981526,-0.706570593444806,2.24062303504499
"77",-0.615275568860788,1.49107265441896,-0.242880262581097,-0.189651309648595,-0.0161242948950096,-1.2407945740909,-2.00515281667146,-2.11191844324034,0.146300989525747,-0.982772502539577,-1.74531901317184,0.289110203294001,-0.0869743413943086,-0.0276161964200925,0.359368276456155,-0.74878188458553,2.21539704451511
"78",-0.690245151536554,0.608289869802836,0.100591910502877,-0.058367259454822,-0.153054418741774,-0.0594166737422817,-2.01886030964986,-2.11602397309702,0.141580689210081,0.0152435020537454,-1.76852718731296,0.308640107678357,-0.0472168235084787,0.185295728547615,0.447865934818101,-0.717784367609926,2.1588037788559
"79",-0.656916469336428,0.772255298607,0.120936373864936,-0.122965570656448,-0.0167273864124709,-0.187464103189769,-1.9052550158658,-2.14041619496999,0.173069088599201,-1.17355369062194,-1.67347453238445,0.306532988698987,-0.0796383038582268,0.269042249027282,0.438774468391347,-0.748791156998388,2.14995551057039
"80",-0.701090862159277,3.02901583796616,-0.00702324525728795,-0.133331767146152,0.360333520848756,-0.47883623115136,-2.18549115890199,-2.21291283769052,0.185125154069882,-1.46472660552109,-1.71584479690137,0.251102657231219,-0.10567329825094,0.0664332889945003,0.533883289337699,-0.590201789179734,2.15778858335188
"81",-0.641945086511154,-0.446437226016527,-0.0494956827178187,-0.107589845486888,-0.220841188127847,0.392570428162926,-2.30351843482181,-2.24615128025866,0.0913819189230259,0.540461480926406,-1.86245941947252,0.247987962242266,-0.035263547211687,0.0892862898555341,0.520498418114209,-0.606005872226293,2.22686892393228
"82",-0.69119293623484,1.01680077246567,-0.11067346013894,-0.151182900376323,-0.270559819014239,-0.0471091746133463,-2.00503162476967,-2.17770927598969,0.20058468643921,-2.88775537241315,-1.72470050256613,0.266180673891823,-0.0567716269353323,0.0945612273722121,0.552599147809161,-0.637090341103421,2.21875831830066
"83",-0.640559936862007,2.59555818015229,-0.158355306871249,-0.138803811531547,-0.141252119030611,-0.159968207838076,-2.19643312057361,-2.18205821740928,0.178252707935124,-2.15338246166538,-1.6976946506476,0.243561718625168,-0.106467060584045,0.0829305613336015,0.45170814226517,-0.610917848290636,2.09875718067581
"84",-0.675391339477738,2.2790254426939,-0.145757269786284,-0.18875253258269,-0.0558415807644538,-1.29164293484169,-1.72601465811473,-2.12669547113778,0.243556713498698,-0.334936239095054,-1.79065674625825,0.31876476711979,-0.0348248945822311,-0.000742257653200101,0.498952857970734,-0.692887298331767,2.19600853715279
"85",-0.696560194694953,0.224992106483271,0.133502876251631,-0.143310455845288,0.209175456170078,0.15356651597861,-1.83313976995612,-2.14520087008744,0.161034458818937,-1.08910561563544,-1.82580886874325,0.224899026597965,-0.166068261829861,0.10131192394688,0.460736653809343,-0.648943389959644,2.19615022835558
"86",-0.682269424255934,-0.582761353980473,-0.0931217867454634,-0.181461845495827,0.00693794291375449,-0.840551130470139,-1.98750637037276,-2.11454541811493,0.162457812565343,0.725535135556926,-1.54919167437683,0.227301215597937,-0.174166564096906,0.246212446290794,0.46432242234964,-0.595334044039278,2.19635849333661
"87",-0.695735478431714,0.63106218124291,-0.0275169148832782,-0.193564396562714,0.130913823481823,-0.831229344172167,-1.69691042035434,-2.14379193710733,0.230681215474611,-0.431438246944665,-1.82811671512355,0.190500187811031,-0.173084734791335,-0.0248122247036046,0.566957053256247,-0.550192328567275,2.19103213497417
"88",-0.664825433886341,2.27391642807474,0.0298725300972873,-0.188442632408795,-0.113328711061023,-0.0963384890540358,-1.99259437443311,-2.20564323160837,0.0594824868476116,-2.30026577733454,-1.67671710006973,0.293034783851038,-0.0673147523587268,0.0426280628131138,0.548039493961152,-0.598914363548658,2.16472276582397
"89",-0.613992814621702,-1.68582191819106,-0.0758031863110923,-0.0801719144365745,-0.075462247708917,-0.598443544016726,-2.32568481814935,-2.16290605323944,0.256773967497591,-0.187124473966928,-1.79152092243965,0.239309815513798,-0.142446326440311,0.0611256929912603,0.475581599464684,-0.7272906056701,2.25888151394669
