LNG,LAT,X,Y,crashYear,holidayNew,region,policeDistrict,areaUnitID,crashLocation1,weatherA,vehicleType,light,roadSurface,roadType,speedLimit,pedestrian,minorInjuryCount,fatalCount,severeOrFatal
176.2769035,-37.7001288,1888911,5822400,2007,not holiday,Bay of Plenty Region,Bay of Plenty,536516,GRAVATT ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
175.9119882,-37.58463197,1857128.667,5836281.968,2019,not holiday,Bay of Plenty Region,Bay of Plenty,536615,002-0116,Fine,car,Dark,Sealed,Highway,100,NA,1,0,TRUE
171.5673754,-42.94756844,1483129,5244012,2003,Christmas New Year,Canterbury Region,Canterbury,587100,SH 73 WEST COAST ROAD,Heavy rain,motorcycle,Overcast,Sealed,Urban Road,50,NA,1,0,TRUE
175.1040792,-41.09292574,1776713,5448794,2012,not holiday,Wellington Region,Wellington,566620,GEMSTONE DRIVE,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
176.8350799,-39.65011636,1929072,5604042,2006,not holiday,Hawke's Bay Region,Eastern,548300,Z DWY HASTINGS BOYS HIGH,Fine,car,Dark,Sealed,Urban Road,50,2,0,0,TRUE
173.9624169,-41.47527247,1680357,5408034,2012,not holiday,Marlborough Region,Tasman,580431,SH 1S,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
174.8030183,-41.28622239,1750982,5427901,2006,not holiday,Wellington Region,Wellington,576700,ORIENTAL PARADE,Heavy rain,car,Dark,Sealed,Urban Road,50,NA,2,0,TRUE
174.7635923,-36.85841774,1757215,5919382,2000,not holiday,Auckland Region,Counties Manukau,514301,SYMONDS ST,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
176.1415674,-37.73336851,1876852,5819120,2007,not holiday,Bay of Plenty Region,Bay of Plenty,537601,OROPI ROAD,Fine,motorcycle,Bright sun,Sealed,Arterial Road,70,NA,0,0,TRUE
172.7054361,-43.26752674,1576095,5209434,2001,not holiday,Canterbury Region,Canterbury,585805,SH 1S,Fine,car,Twilight,Sealed,Highway,100,NA,1,0,TRUE
174.7808923,-36.92329033,1758623,5912156,2011,not holiday,Auckland Region,Counties Manukau,519810,CHURCH ST,Fine,motorcycle,Bright sun,Sealed,Urban Road,50,NA,1,0,TRUE
174.8841714,-36.99115174,1767674,5904450,2015,not holiday,Auckland Region,Counties Manukau,524604,GREAT SOUTH ROAD,Fine,car,Dark,Sealed,Arterial Road,60,1,1,0,TRUE
174.8649657,-36.97352803,1766003,5906439,2016,not holiday,Auckland Region,Counties Manukau,522302,TUI ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
175.5088503,-40.32854932,1813136,5532755,2006,not holiday,Manawatū-Whanganui Region,Central,561901,LONGBURN RONGOTEA ROAD,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
176.8275929,-37.98521974,1936181,5788908,2001,not holiday,Bay of Plenty Region,Bay of Plenty,542200,OTAKIRI ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,2,0,TRUE
174.6637959,-36.75428016,1748519,5931095,2011,not holiday,Auckland Region,Counties Manukau,509000,PAREMOREMO ROAD,Light rain,car,Overcast,Sealed,Arterial Road,80,NA,0,0,TRUE
175.7871678,-40.44134281,1836388,5519525,2006,not holiday,Manawatū-Whanganui Region,Central,577900,MAKOMAKO ROAD,Fine,car,Overcast,Sealed,Highway,100,NA,1,0,TRUE
175.5735907,-41.04371509,1816310,5453199,2007,not holiday,Wellington Region,Wellington,579502,CARTERTON GLADSTONE ROAD,Fine,motorcycle,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
172.2494052,-41.86797379,1537709,5364610,2011,not holiday,Tasman Region,Tasman,581842,SH 65,Fine,car,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
174.9786531,-40.89593921,1766674,5470910,2018,not holiday,Wellington Region,Wellington,565903,MARINE PARADE,Fine,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
174.718743,-36.62168212,1753688,5945719,2018,not holiday,Auckland Region,Counties Manukau,505906,WHANGAPARAOA ROAD,Fine,car,Dark,Sealed,Arterial Road,60,1,0,0,TRUE
168.0661864,-46.26386221,1219804,4864793,2000,not holiday,Southland Region,Southern,612740,GROPERS BUSH-THORNBURY RO,Mist or Fog,car,Dark,Sealed,Highway,100,NA,0,1,TRUE
172.6306179,-43.53743393,1570156,5179435,2007,not holiday,Canterbury Region,Canterbury,591500,MONTREAL ST,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
174.9991005,-41.14580406,1767761,5443131,2013,not holiday,Wellington Region,Wellington,564510,EASTERN HUTT ROAD,Fine,car,Overcast,Sealed,Arterial Road,80,NA,0,0,TRUE
174.7607976,-36.84611977,1756991,5920751,2001,not holiday,Auckland Region,Counties Manukau,514102,NELSON ST,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
174.1440508,-35.79265539,1703382,6038445,2005,not holiday,Northland Region,Northland,501809,SH 14,Light rain,car,Overcast,Sealed,Highway,100,NA,0,0,TRUE
174.7283014,-36.6277976,1754530.566,5945025.2,2019,not holiday,Auckland Region,Counties Manukau,505909,WHANGAPARAOA RD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
172.6738401,-43.59455291,1573673,5173106,2008,not holiday,Canterbury Region,Canterbury,591200,SUMMIT ROAD,Fine,motorcycle,Bright sun,Sealed,Arterial Road,70,NA,0,0,TRUE
174.8927464,-37.81155979,1766610,5813405,2003,not holiday,Waikato Region,Waikato,526602,SH 23,Fine,car,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
176.9106912,-39.95574997,1934076.686,5569826.105,2019,not holiday,Hawke's Bay Region,Eastern,549602,MANGAKURI ROAD,Fine,car,Bright sun,Unsealed,Highway,100,NA,0,0,TRUE
175.2475534,-38.09594457,1797084,5781154,2015,not holiday,Waikato Region,Waikato,531303,KAWA ROAD,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
172.6470896,-43.50810507,1571473,5182698,2004,not holiday,Canterbury Region,Canterbury,592600,WARRINGTON ST,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
175.5280127,-37.65033849,1823021,5829973,2002,not holiday,Waikato Region,Waikato,534902,CORONATION ROAD,Fine,car,Dark,Sealed,Urban Road,50,NA,2,0,TRUE
174.6698179,-36.64075729,1749276,5943680,2017,not holiday,Auckland Region,Counties Manukau,506003,EAST COAST ROAD,Fine,car,Dark,Sealed,Highway,100,NA,1,0,TRUE
173.8171543,-41.4868898,1668216,5406869,2004,not holiday,Marlborough Region,Tasman,580449,SH 6,Fine,car,Twilight,Sealed,Highway,100,NA,1,1,TRUE
170.7296656,-44.97724421,1420992,5017070,2014,Christmas New Year,Otago Region,Southern,600826,PARADISE GULLY ROAD,Heavy rain,motorcycle,Bright sun,Unsealed,Highway,100,NA,0,0,TRUE
172.6687966,-43.53828925,1573241,5179353,2016,not holiday,Canterbury Region,Canterbury,594010,ALDWINS ROAD,Fine,car,Bright sun,Sealed,Arterial Road,60,NA,0,0,TRUE
172.5475229,-43.49706633,1563418,5183885,2014,not holiday,Canterbury Region,Canterbury,587811,SH 1S RUSSLEY ROAD,Fine,truck,Bright sun,Sealed,Arterial Road,80,NA,0,0,TRUE
171.7320887,-43.29623952,1497152,5205507,2011,not holiday,Canterbury Region,Canterbury,587100,SH 73,Mist or Fog,car,Overcast,Sealed,Highway,100,NA,1,0,TRUE
171.9664607,-43.86711615,1516952,5142367,2003,not holiday,Canterbury Region,Canterbury,597741,CHERTSEY KYLE ROAD,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
175.1798717,-41.22125454,1782722,5434390,2016,Labour Weekend,Wellington Region,Wellington,579803,WESTERN LAKE ROAD,Fine,car,Bright sun,Sealed,Highway,100,NA,2,0,TRUE
175.108679,-38.41412359,1784100,5746130,2004,Labour Weekend,Waikato Region,Waikato,531731,SH 3,Fine,car,Overcast,Sealed,Highway,100,NA,3,0,TRUE
174.8294302,-36.9597501,1762869,5908029,2004,not holiday,Auckland Region,Counties Manukau,524530,VINE ST,Fine,car,Bright sun,Sealed,Urban Road,50,1,1,0,TRUE
174.7637287,-41.33798307,1747575,5422222,2018,not holiday,Wellington Region,Wellington,575902,JORDAN ST,Fine,car,Dark,Sealed,Urban Road,50,1,0,0,TRUE
175.4079417,-37.87244732,1811792,5805604,2009,not holiday,Waikato Region,Waikato,527131,SH 1N,Fine,car,Bright sun,Sealed,Highway,100,NA,0,1,TRUE
174.8449874,-36.86664582,1764454,5918332,2014,not holiday,Auckland Region,Counties Manukau,516602,KOHIMARAMA ROAD,Fine,car,Dark,Sealed,Urban Road,50,1,0,0,TRUE
174.9962988,-41.14496995,1767528,5443229,2018,not holiday,Wellington Region,Wellington,569600,SH 2,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
170.5116964,-45.87463802,1406892,4916870,2008,not holiday,Otago Region,Southern,602800,WARD ST,Fine,car,Overcast,Sealed,Urban Road,50,1,0,0,TRUE
175.6161386,-40.35828385,1822153.91,5529189.981,2019,not holiday,Manawatū-Whanganui Region,Central,562800,FERGUSON STREET,Fine,car,Dark,Sealed,Urban Road,50,1,0,0,TRUE
168.3211836,-46.5947963,1241632,4829221,2014,not holiday,Southland Region,Southern,612100,SH 1S,Fine,car,Dark,Sealed,Highway,100,NA,1,1,TRUE
174.3187194,-35.74690598,1719235.021,6043321.076,2021,not holiday,Northland Region,Northland,503900,KOTATA RISE,Fine,car,Dark,Sealed,Urban Road,50,NA,1,0,TRUE
176.180891,-37.63293426,1880697,5830150,2009,not holiday,Bay of Plenty Region,Bay of Plenty,536810,MARINE PARADE,Fine,car,Twilight,Sealed,Urban Road,50,NA,0,0,TRUE
175.6663571,-40.2092469,1826917,5545608,2002,not holiday,Manawatū-Whanganui Region,Central,560422,TAONUI ROAD,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
174.9139538,-37.00533032,1770293,5902824,2016,Christmas New Year,Auckland Region,Counties Manukau,523814,WAIRERE ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
176.0726418,-38.73877992,1867069,5707727,2011,not holiday,Waikato Region,Waikato,541316,LAKE TERRACE OFF WBD,Light rain,motorcycle,Dark,Sealed,Highway,100,NA,0,0,TRUE
178.0071412,-38.64630734,2035850.344,5710561.278,2021,not holiday,Gisborne Region,Bay of Plenty,544200,ATKINSON STREET,Fine,car,Bright sun,Sealed,Urban Road,50,NA,2,0,TRUE
168.4164256,-46.38068125,1247543,4853438,2009,not holiday,Southland Region,Southern,610062,MILL ROAD NORTH,Fine,car,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
175.9302066,-37.45940212,1859171,5850130,2017,not holiday,Bay of Plenty Region,Bay of Plenty,536614,SH 2,Fine,car,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
174.9856977,-40.89730435,1767264,5470745,2011,Christmas New Year,Wellington Region,Wellington,565903,MAGRATH AVENUE,Fine,motorcycle,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
174.7600062,-36.80010151,1757014.457,5925857.788,2019,Christmas New Year,Auckland Region,Counties Manukau,509702,ESMONDE ROAD,Fine,car,Twilight,Sealed,Urban Road,50,NA,0,0,TRUE
169.3870127,-44.07486191,1310690,5113463,2018,not holiday,West Coast Region,Tasman,585325,SH 6,Fine,motorcycle,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
172.6027918,-43.53592698,1567907,5179592,2007,not holiday,Canterbury Region,Canterbury,590800,CLARENCE ST,Heavy rain,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
174.0885349,-35.35310623,1698904,6087254,2005,not holiday,Northland Region,Northland,501620,SH 11,Light rain,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
174.8179315,-41.2134254,1752400,5435957,2004,not holiday,Wellington Region,Wellington,573801,MARK AVENUE,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
173.8082244,-35.89673906,1672938.953,6027202.952,2019,Labour Weekend,Northland Region,Northland,504501,012-0132,Fine,car,Overcast,Sealed,Highway,100,NA,0,0,TRUE
172.508128,-43.51384969,1560244,5182003,2000,not holiday,Canterbury Region,Canterbury,587811,POUND ROAD,Fine,car,Dark,Sealed,Arterial Road,70,NA,0,0,TRUE
173.3116043,-41.2503617,1626107,5433403,2016,not holiday,Nelson Region,Tasman,582100,SH 6,Fine,motorcycle,Twilight,Sealed,Highway,100,1,0,1,TRUE
168.3472748,-46.42234838,1242499,4848498,2007,not holiday,Southland Region,Southern,611300,SH 1S,Fine,bicycle,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
176.3158679,-37.78175443,1892026,5813219,2009,not holiday,Bay of Plenty Region,Bay of Plenty,538501,JELLICOE ST,Light rain,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
175.2775862,-39.42642982,1796041,5633425,2010,not holiday,Manawatū-Whanganui Region,Central,555100,SEDDON ST,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
174.9384082,-37.0641574,1772336,5896253,2006,not holiday,Auckland Region,Counties Manukau,525410,ELLIOTT ST,Fine,car,Bright sun,Sealed,Urban Road,50,NA,1,0,TRUE
176.9844687,-38.16343162,1949115,5768544,2002,not holiday,Bay of Plenty Region,Bay of Plenty,542562,NO 8 ROAD,Fine,car,Bright sun,Sealed,Highway,100,1,0,0,TRUE
175.6190332,-40.35121012,1822423,5529968,2018,not holiday,Manawatū-Whanganui Region,Central,562800,VICTORIA AVENUE,Fine,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
174.9239378,-37.32041842,1770472,5867846,2015,not holiday,Waikato Region,Waikato,526701,ONEWHERO TUAKAU BRIDGE RO,Light rain,car,Overcast,Sealed,Highway,100,NA,1,0,TRUE
172.6366363,-43.53485099,1570641,5179724,2013,Christmas New Year,Canterbury Region,Canterbury,591500,COLOMBO ST,Fine,car,Dark,Sealed,Urban Road,50,1,0,0,TRUE
172.6849779,-43.53033921,1574545,5180241,2005,not holiday,Canterbury Region,Canterbury,593700,RURU ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
176.0508593,-37.78316422,1868676,5813858,2017,not holiday,Bay of Plenty Region,Bay of Plenty,536630,SH 29,Fine,car,Overcast,Sealed,Highway,100,NA,4,0,TRUE
175.8375402,-37.98651034,1849199,5791882,2002,not holiday,Waikato Region,Waikato,535232,TAPAPA WEST ROAD,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
171.3301379,-42.11763939,1461959,5335813,2000,Labour Weekend,West Coast Region,Tasman,584411,SH 6,Fine,car,Bright sun,Sealed,Arterial Road,60,NA,1,0,TRUE
174.9277405,-37.07014464,1771374,5895608,2017,not holiday,Auckland Region,Counties Manukau,525540,SH 1N,Fine,car,Dark,Sealed,Highway,100,NA,1,0,TRUE
177.0088325,-38.10526891,1951530,5774909,2012,not holiday,Bay of Plenty Region,Bay of Plenty,542562,AWAHOU ROAD,Fine,motorcycle,Dark,Sealed,Highway,100,NA,0,1,TRUE
176.057131,-37.69784748,1869538,5823309,2004,not holiday,Bay of Plenty Region,Bay of Plenty,536620,SH 2,Fine,car,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
176.3611758,-38.34315694,1893761,5750761,2004,not holiday,Waikato Region,Waikato,538841,SH 5,Fine,motorcycle,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
174.4307818,-35.98411552,1728983,6016867,2018,not holiday,Northland Region,Northland,501816,WAIPU BYPASS,Heavy rain,truck,Overcast,Sealed,Highway,100,NA,0,1,TRUE
175.7054666,-40.31477404,1829888,5533792,2008,not holiday,Manawatū-Whanganui Region,Central,560302,SH 3,Fine,car,Overcast,Sealed,Highway,100,NA,0,0,TRUE
174.2704681,-39.30371135,1709542,5648750,2008,not holiday,Taranaki Region,Central,553003,SH 3,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
175.2329146,-37.76856329,1796671,5817515,2010,not holiday,Waikato Region,Waikato,528503,ROTOKAURI ROAD,Fine,car,Overcast,Sealed,Urban Road,50,NA,2,1,TRUE
175.6630712,-40.33487279,1826218,5531670,2018,not holiday,Manawatū-Whanganui Region,Central,560302,SH 3,Fine,car,Overcast,Sealed,Highway,100,NA,0,0,TRUE
175.8855929,-37.30810093,1855738,5867043,2018,not holiday,Waikato Region,Waikato,534200,SH 25,Fine,motorcycle,Dark,Sealed,Highway,100,NA,1,0,TRUE
176.2943151,-38.13123626,1888754,5774495,2016,not holiday,Bay of Plenty Region,Bay of Plenty,538741,Z DRIVEWAY BRONTE PLACE,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
175.221433,-37.73463556,1795749,5821304,2010,not holiday,Waikato Region,Waikato,528403,TE RAPA ROAD,Fine,car,Overcast,Sealed,Highway,100,1,0,0,TRUE
175.5923075,-40.3469214,1820167,5530511,2017,not holiday,Manawatū-Whanganui Region,Central,562320,TIKI PLACE,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
170.2050171,-45.71922557,1382488,4933348,2005,not holiday,Otago Region,Southern,602600,WALLACES FORD ROAD,Fine,truck,Bright sun,Unsealed,Highway,100,NA,0,0,TRUE
174.912565,-41.25911685,1760222,5430714,2001,not holiday,Wellington Region,Wellington,570300,MARINE DRIVE,Fine,car,Overcast,Sealed,Urban Road,50,NA,0,1,TRUE
175.8669035,-40.33600477,1843531,5531003,2004,not holiday,Manawatū-Whanganui Region,Central,550500,ATKINSON ST,Fine,car,Dark,Sealed,Urban Road,50,1,0,0,TRUE
174.6615359,-36.38304413,1749029,5972283,2015,Christmas New Year,Auckland Region,Counties Manukau,506661,MATAKANA ROAD,Fine,car,Bright sun,Sealed,Arterial Road,80,NA,0,0,TRUE
175.2916101,-37.8201797,1801701,5811662,2014,not holiday,Waikato Region,Waikato,529300,GARDEN HEIGHTS AVENUE,Fine,car,Dark,Sealed,Urban Road,50,NA,1,1,TRUE
174.7638867,-36.63103648,1757706,5944608,2018,not holiday,Auckland Region,Counties Manukau,505902,WHANGAPARAOA ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
176.2808705,-37.71396523,1889207,5820852,2002,not holiday,Bay of Plenty Region,Bay of Plenty,536517,SH 2,Fine,car,Overcast,Sealed,Highway,100,NA,1,0,TRUE
174.3763205,-39.64415359,1718092,5610832,2004,not holiday,Taranaki Region,Central,554400,SH 3,Light rain,car,Overcast,Sealed,Highway,100,NA,1,0,TRUE
173.6481473,-42.41256546,1653330,5304212,2004,not holiday,Canterbury Region,Canterbury,581500,SH 1S,Fine,car,Dark,Sealed,Highway,100,NA,1,0,TRUE
172.6143161,-43.56286202,1568852,5176605,2017,not holiday,Canterbury Region,Canterbury,594800,LYTTELTON ST,Fine,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
175.0711086,-39.89251858,1777073,5582119,2003,not holiday,Manawatū-Whanganui Region,Central,557400,PATERSON ST,Fine,car,Overcast,Sealed,Urban Road,50,1,0,1,TRUE
172.6836482,-43.55506114,1574448,5177495,2002,not holiday,Canterbury Region,Canterbury,594100,SH 74A RUTHERFORD,Light rain,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
177.9963401,-38.65548002,2034854,5709594,2014,not holiday,Gisborne Region,Bay of Plenty,544300,TITOKI ST,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
172.6106461,-43.47510307,1568510,5186350,2005,not holiday,Canterbury Region,Canterbury,588200,STURROCKS ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,1,0,TRUE
172.6931118,-43.60289907,1575232,5172185,2008,not holiday,Canterbury Region,Canterbury,596400,GOVERNORS BAY ROAD,Fine,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
170.4355221,-45.91227725,1401115,4912501,2012,not holiday,Otago Region,Southern,602422,CHURCH HILL ROAD,Fine,car,Twilight,Unsealed,Arterial Road,80,NA,0,0,TRUE
175.7746475,-38.46022009,1842098,5739473,2007,not holiday,Waikato Region,Waikato,541320,SH 32,Fine,car,Dark,Sealed,Highway,100,NA,0,1,TRUE
175.2156403,-36.98398354,1797194,5904610,2001,Queens Birthday,Auckland Region,Counties Manukau,525202,KAWAKAWA-ORERE ROAD,Fine,car,Bright sun,Sealed,Highway,100,NA,1,0,TRUE
174.4342874,-35.90563291,1729427,6025568,2013,not holiday,Northland Region,Northland,501811,SANDFORD ROAD,Light rain,car,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
175.2381131,-37.25390567,1798488,5874613,2018,not holiday,Waikato Region,Waikato,527221,SH 2,Mist or Fog,truck,Dark,Sealed,Highway,100,1,0,1,TRUE
174.7645686,-36.77250464,1757478,5928912,2003,not holiday,Auckland Region,Counties Manukau,507800,KITCHENER ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,1,1,0,TRUE
175.6632163,-40.94742051,1824170,5463664,2007,not holiday,Wellington Region,Wellington,578600,SH 2,Fine,car,Overcast,Sealed,Urban Road,50,NA,1,0,TRUE
178.007989,-38.64502186,2035932,5710700,2000,not holiday,Gisborne Region,Bay of Plenty,544200,STOUT ST,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
169.1491829,-44.72044393,1295022,5040887,2015,not holiday,Otago Region,Southern,608800,RIVERBANK ROAD,Fine,car,Dark,Sealed,Arterial Road,80,NA,0,0,TRUE
170.4407875,-45.90433068,1401495,4913397,2006,not holiday,Otago Region,Southern,605800,TOMKINS ST,Fine,car,Dark,Sealed,Urban Road,50,2,0,0,TRUE
174.2986392,-35.32974399,1718029,6089615,2005,not holiday,Northland Region,Northland,501814,RUSSELL ROAD,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
175.3049171,-39.53335297,1798090,5621497,2002,not holiday,Manawatū-Whanganui Region,Central,554900,SH 4,Fine,car,Twilight,Sealed,Highway,100,NA,2,1,TRUE
168.7947897,-44.99448565,1268533,5009054,2002,not holiday,Otago Region,Southern,609034,SH 6,Fine,car,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
172.6456514,-43.52766689,1571366,5180525,2007,not holiday,Canterbury Region,Canterbury,591700,BARBADOES ST,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,1,TRUE
176.8055468,-39.94124266,1925161,5571826,2012,not holiday,Hawke's Bay Region,Eastern,549602,ATUA ROAD,Heavy rain,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
174.9780975,-40.90437988,1766606,5469974,2000,not holiday,Wellington Region,Wellington,566101,WHAREMAUKU ROAD,Fine,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
174.7171405,-36.87831482,1753034,5917250,2017,not holiday,Auckland Region,Counties Manukau,517800,MONAGHAN AVENUE,Fine,car,Bright sun,Sealed,Urban Road,50,NA,1,0,TRUE
170.4983095,-45.8932562,1405918,4914769,2003,not holiday,Otago Region,Southern,604300,HILLSIDE ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
173.0464507,-34.74140089,1604252,6155633,2013,not holiday,Northland Region,Northland,500207,NGATAKI ROAD,Fine,car,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
174.9476607,-41.25599729,1763170,5430995,2008,Queens Birthday,Wellington Region,Wellington,564900,FITZHERBERT ROAD,Fine,car,Overcast,Sealed,Urban Road,50,NA,1,0,TRUE
174.9338351,-36.91258805,1772271,5913078,2007,not holiday,Auckland Region,Counties Manukau,523102,MEADOWLAND DRIVE,Fine,car,Bright sun,Sealed,Urban Road,50,NA,1,0,TRUE
173.4344897,-42.56915078,1635661,5286937,2000,not holiday,Canterbury Region,Canterbury,585601,SH 1S,Fine,car,Dark,Sealed,Highway,100,NA,1,0,TRUE
174.8468583,-41.14176203,1754994,5443862,2012,not holiday,Wellington Region,Wellington,571000,ARAWHATA ST,Fine,car,Bright sun,Sealed,Urban Road,50,NA,1,0,TRUE
174.6650951,-36.37952408,1749355,5972668,2017,not holiday,Auckland Region,Counties Manukau,506661,MATAKANA ROAD,Heavy rain,car,Overcast,Sealed,Arterial Road,80,NA,1,1,TRUE
173.6456186,-35.02677705,1658895,6123797,2006,not holiday,Northland Region,Northland,500402,SH 10,Light rain,motorcycle,Overcast,Sealed,Highway,100,NA,1,0,TRUE
173.3985222,-41.22917748,1633400,5435725,2001,not holiday,Nelson Region,Tasman,581812,SH 6,Light rain,car,Overcast,Sealed,Highway,100,NA,1,1,TRUE
175.5783746,-39.92816145,1820333,5577033,2005,not holiday,Manawatū-Whanganui Region,Central,558700,SH 1N,Fine,truck,Dark,Sealed,Highway,100,NA,1,0,TRUE
175.7330341,-39.26436625,1835793,5650325,2004,not holiday,Waikato Region,Waikato,541501,SH 1N,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
174.7891243,-37.17485852,1758831,5884231,2013,not holiday,Auckland Region,Counties Manukau,521152,GLENBROOK ROAD,Fine,car,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
178.2553385,-37.93863088,2061948,5787948,2002,not holiday,Gisborne Region,Bay of Plenty,543301,SH 35,Heavy rain,motorcycle,Dark,Sealed,Highway,100,NA,0,0,TRUE
172.5377879,-43.52148298,1562646,5181169,2018,not holiday,Canterbury Region,Canterbury,587812,SH 73,Fine,car,Dark,Sealed,Arterial Road,60,NA,0,0,TRUE
174.850876,-41.13930156,1755337,5444128,2002,not holiday,Wellington Region,Wellington,570900,MUNGAVIN AVENUE,Light rain,car,Dark,Sealed,Urban Road,50,1,0,0,TRUE
175.635886,-40.96840468,1821799,5461404,2002,not holiday,Wellington Region,Wellington,578301,SOUTH ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
176.5051548,-38.40216703,1906099,5743742,2007,not holiday,Waikato Region,Waikato,538841,SH 38,Fine,car,Dark,Sealed,Highway,100,NA,2,0,TRUE
169.93129,-44.99511653,1358118,5013010,2011,Queens Birthday,Otago Region,Southern,608000,IDA VALLEY-OMAKAU ROAD,Fine,motorcycle,Overcast,Sealed,Highway,100,NA,0,0,TRUE
174.7936285,-36.90005158,1759806,5914713,2005,not holiday,Auckland Region,Counties Manukau,519400,CAMPBELL ROAD,Fine,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
174.9865804,-39.93970939,1769729,5577045,2014,not holiday,Manawatū-Whanganui Region,Central,555800,HOOD ST,Fine,motorcycle,Bright sun,Sealed,Urban Road,50,NA,0,1,TRUE
176.2734625,-40.62398404,1876885,5497830,2003,not holiday,Manawatū-Whanganui Region,Central,549901,COAST ROAD,Fine,car,Bright sun,Unsealed,Highway,100,NA,3,0,TRUE
171.1442811,-42.56028576,1447667,5286344,2016,not holiday,West Coast Region,Tasman,584912,SH 6,Mist or Fog,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
174.9057727,-41.27838775,1759606,5428587,2007,not holiday,Wellington Region,Wellington,570300,MARINE DRIVE,Fine,car,Bright sun,Sealed,Urban Road,50,NA,1,0,TRUE
174.4569544,-36.50779729,1730469,5958740,2016,not holiday,Auckland Region,Counties Manukau,506613,SH 16,Fine,car,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
174.6205079,-36.79770199,1744573,5926344,2002,not holiday,Auckland Region,Counties Manukau,513410,BRIGHAM CREEK ROAD,Fine,car,Bright sun,Sealed,Arterial Road,70,NA,1,0,TRUE
175.6959658,-40.26999203,1829231.991,5538788.168,2020,not holiday,Manawatū-Whanganui Region,Central,560422,REID LINE EAST,Fine,motorcycle,Twilight,Sealed,Highway,100,NA,0,0,TRUE
